test_id, mos
test_000, 2.894848346710205
test_001, 4.2615580558776855
test_002, 3.341644525527954
test_003, 3.4266562461853027
test_004, 4.298188209533691
test_005, 4.241421699523926
test_006, 3.3990070819854736
test_007, 2.703453302383423
test_008, 3.7817134857177734
test_009, 4.0480241775512695
test_010, 3.255429983139038
test_011, 3.432940721511841
test_012, 3.229402542114258
test_013, 3.041365146636963
test_014, 1.8924927711486816
test_015, 3.65290904045105
test_016, 3.191685676574707
test_017, 3.954357385635376
test_018, 3.2641043663024902
test_019, 4.015431880950928
test_020, 3.7352890968322754
test_021, 3.522160530090332
test_022, 2.949613094329834
test_023, 3.5886268615722656
test_024, 4.065035343170166
test_025, 2.563023567199707
test_026, 3.4193050861358643
test_027, 3.7397055625915527
test_028, 3.739535093307495
test_029, 3.1774816513061523
test_030, 3.326040744781494
test_031, 4.072483062744141
test_032, 3.529442310333252
test_033, 3.3697242736816406
test_034, 3.4318830966949463
test_035, 3.4561712741851807
test_036, 2.636054277420044
test_037, 4.238762378692627
test_038, 3.6186513900756836
test_039, 3.88124680519104
test_040, 3.692955493927002
test_041, 3.688678503036499
test_042, 3.982103109359741
test_043, 3.301734209060669
test_044, 3.0271639823913574
test_045, 3.5792784690856934
test_046, 3.5732131004333496
test_047, 3.3892056941986084
test_048, 4.2151780128479
test_049, 3.216486930847168
test_050, 3.2087323665618896
test_051, 3.777909755706787
test_052, 4.355406761169434
test_053, 4.193699836730957
test_054, 2.7231061458587646
test_055, 3.6833248138427734
test_056, 2.3818416595458984
test_057, 4.290380954742432
test_058, 3.964698314666748
test_059, 4.007182598114014
test_060, 3.5960404872894287
test_061, 3.5812106132507324
test_062, 4.182332515716553
test_063, 3.821246385574341
test_064, 3.7518320083618164
test_065, 3.0731587409973145
test_066, 3.9632821083068848
test_067, 3.648916006088257
test_068, 2.654693365097046
test_069, 3.805839776992798
test_070, 3.178694486618042
test_071, 3.3346471786499023
test_072, 3.683920383453369
test_073, 3.30149507522583
test_074, 2.7567341327667236
test_075, 3.379680633544922
test_076, 2.5199337005615234
test_077, 4.028663635253906
test_078, 3.8799397945404053
test_079, 3.188236951828003
test_080, 3.9903876781463623
test_081, 4.262905120849609
test_082, 3.59165358543396
test_083, 3.572807788848877
test_084, 2.785946846008301
test_085, 4.059916973114014
test_086, 4.029992580413818
test_087, 2.79577374458313
test_088, 4.043758869171143
test_089, 3.716977834701538
test_090, 3.7235429286956787
test_091, 3.406312942504883
test_092, 3.8647143840789795
test_093, 3.890453338623047
test_094, 3.653528928756714
test_095, 4.089199066162109
test_096, 3.848358392715454
test_097, 2.4074268341064453
test_098, 4.214023113250732
test_099, 3.709904909133911
test_100, 3.5781171321868896
test_101, 3.7291057109832764
test_102, 2.6462111473083496
test_103, 3.3706202507019043
test_104, 2.6533217430114746
test_105, 3.8085856437683105
test_106, 3.287985324859619
test_107, 2.887334108352661
test_108, 3.866474151611328
test_109, 1.8908677101135254
test_110, 2.6877799034118652
test_111, 3.8283016681671143
test_112, 3.8908462524414062
test_113, 2.6546084880828857
test_114, 3.0193021297454834
test_115, 3.5533854961395264
test_116, 4.150986671447754
test_117, 3.164130926132202
test_118, 3.4056484699249268
test_119, 1.7876501083374023
test_120, 3.066840887069702
test_121, 2.0387003421783447
test_122, 2.947399854660034
test_123, 3.038796901702881
test_124, 2.9633407592773438
test_125, 3.441587209701538
test_126, 3.699862003326416
test_127, 2.5908048152923584
test_128, 3.6434247493743896
test_129, 2.929037094116211
test_130, 2.9379146099090576
test_131, 2.882995843887329
test_132, 3.6700897216796875
test_133, 2.961329221725464
test_134, 3.331343173980713
test_135, 3.9891443252563477
test_136, 3.5530765056610107
test_137, 2.3989603519439697
test_138, 3.8055849075317383
test_139, 3.543872833251953
test_140, 3.9947352409362793
test_141, 2.3424019813537598
test_142, 3.956430196762085
test_143, 4.026905059814453
test_144, 2.924609422683716
test_145, 3.662304401397705
test_146, 3.9262475967407227
test_147, 3.3783466815948486
test_148, 2.8469653129577637
test_149, 3.237396478652954
test_150, 3.960853338241577
test_151, 3.7716968059539795
test_152, 3.920792579650879
test_153, 3.8001108169555664
