test_id, mos
test_000, 2.816897392272949
test_001, 4.285624027252197
test_002, 2.7038753032684326
test_003, 2.7565603256225586
test_004, 2.900811195373535
test_005, 3.0131537914276123
test_006, 4.040761947631836
test_007, 2.7438085079193115
test_008, 3.455325126647949
test_009, 2.3723061084747314
test_010, 4.040660381317139
test_011, 2.936458110809326
test_012, 2.9819202423095703
test_013, 2.75687575340271
test_014, 2.3810787200927734
test_015, 3.1147634983062744
test_016, 2.4974939823150635
test_017, 3.38948917388916
test_018, 2.92536997795105
test_019, 2.9460697174072266
test_020, 2.372849464416504
test_021, 2.8323230743408203
test_022, 3.890395402908325
test_023, 3.8024232387542725
test_024, 3.0786263942718506
test_025, 2.6040148735046387
test_026, 3.1368887424468994
test_027, 2.766411066055298
test_028, 4.230936527252197
test_029, 3.512194871902466
test_030, 3.4666707515716553
test_031, 2.6854236125946045
test_032, 4.358736991882324
test_033, 2.6695287227630615
test_034, 2.6591851711273193
test_035, 3.046035051345825
test_036, 4.128591060638428
test_037, 2.91471529006958
test_038, 3.2201075553894043
test_039, 4.583734035491943
test_040, 2.620854377746582
test_041, 2.97756290435791
test_042, 2.842996597290039
test_043, 2.5571372509002686
test_044, 2.6208932399749756
test_045, 2.7803282737731934
test_046, 2.50443434715271
test_047, 3.0237231254577637
test_048, 3.2342138290405273
test_049, 2.650796890258789
test_050, 3.0062344074249268
test_051, 2.8180274963378906
test_052, 3.336552381515503
test_053, 3.2868947982788086
test_054, 2.8642988204956055
test_055, 4.3160271644592285
test_056, 3.2599968910217285
test_057, 3.834474563598633
test_058, 2.748934030532837
test_059, 2.6112711429595947
test_060, 3.003352642059326
test_061, 2.8689920902252197
test_062, 2.748957872390747
test_063, 3.0761423110961914
test_064, 3.950697660446167
test_065, 3.0523738861083984
test_066, 3.0525271892547607
test_067, 3.1903884410858154
test_068, 2.413813352584839
test_069, 2.875460386276245
test_070, 2.875521421432495
test_071, 2.7821905612945557
test_072, 2.622684955596924
test_073, 3.043900966644287
test_074, 3.765050172805786
test_075, 3.426097869873047
test_076, 3.07029128074646
test_077, 3.1903724670410156
test_078, 2.7821829319000244
test_079, 3.0525190830230713
test_080, 3.620650053024292
test_081, 3.618246555328369
test_082, 2.4606478214263916
test_083, 3.62022066116333
test_084, 2.4607200622558594
test_085, 4.702254772186279
test_086, 2.728673219680786
test_087, 2.7286770343780518
test_088, 3.3782379627227783
test_089, 3.3775522708892822
test_090, 2.728611946105957
test_091, 3.6181843280792236
test_092, 3.6181843280792236
test_093, 3.3782379627227783
test_094, 2.4608652591705322
test_095, 3.620650053024292
test_096, 3.1411993503570557
test_097, 3.3903868198394775
test_098, 3.495542049407959
test_099, 3.1093971729278564
test_100, 3.3357043266296387
test_101, 3.655663251876831
test_102, 4.1732869148254395
test_103, 3.2695937156677246
test_104, 2.875628709793091
test_105, 3.263542890548706
test_106, 3.173264265060425
test_107, 3.134711503982544
test_108, 2.9365406036376953
test_109, 3.070277214050293
test_110, 3.1889808177948
test_111, 3.0849196910858154
test_112, 3.130258321762085
test_113, 3.0190978050231934
test_114, 2.7757208347320557
test_115, 3.1879072189331055
test_116, 2.8211207389831543
test_117, 3.268141031265259
test_118, 2.680075168609619
test_119, 2.8243777751922607
test_120, 2.8661224842071533
test_121, 3.200927495956421
test_122, 3.9500644207000732
test_123, 3.9507505893707275
test_124, 2.647181272506714
test_125, 3.8834619522094727
test_126, 3.075789213180542
test_127, 4.088637828826904
test_128, 3.5348222255706787
test_129, 2.736231803894043
test_130, 3.7144412994384766
test_131, 3.0075321197509766
test_132, 2.861996650695801
test_133, 3.375868082046509
test_134, 3.714175224304199
test_135, 4.204805374145508
test_136, 2.5142157077789307
test_137, 3.5188546180725098
test_138, 3.616564989089966
test_139, 3.9092581272125244
test_140, 2.8976473808288574
test_141, 3.219733476638794
test_142, 3.098926067352295
test_143, 2.917510509490967
test_144, 2.5241622924804688
test_145, 2.7240147590637207
test_146, 2.971494197845459
test_147, 2.9646003246307373
test_148, 3.8640875816345215
test_149, 2.7222297191619873
test_150, 2.872605562210083
test_151, 2.5826475620269775
test_152, 2.9638078212738037
test_153, 3.123260736465454
test_154, 3.221632480621338
test_155, 2.6845953464508057
test_156, 4.186330318450928
test_157, 2.635667562484741
test_158, 3.6278493404388428
test_159, 3.793384313583374
test_160, 4.543982982635498
test_161, 4.543152332305908
test_162, 2.7418606281280518
test_163, 2.5710806846618652
test_164, 3.423656463623047
test_165, 4.434164524078369
test_166, 2.5766563415527344
test_167, 2.8804688453674316
test_168, 3.5693068504333496
test_169, 3.109005928039551
test_170, 4.525960922241211
test_171, 2.9553041458129883
test_172, 2.7840020656585693
test_173, 2.674743890762329
test_174, 2.67445969581604
test_175, 2.5869781970977783
test_176, 3.1270055770874023
test_177, 4.044015884399414
test_178, 1.916311264038086
test_179, 3.1330368518829346
test_180, 2.83957839012146
test_181, 3.604851722717285
test_182, 3.528597354888916
test_183, 3.483408212661743
test_184, 2.76432728767395
test_185, 3.399467706680298
test_186, 3.658229112625122
test_187, 4.0308990478515625
test_188, 2.737088680267334
test_189, 3.2280492782592773
test_190, 2.733036518096924
test_191, 2.685965061187744
test_192, 3.008471727371216
test_193, 4.649672985076904
