test_id, mos
test_000, 3.224761962890625
test_001, 4.07504415512085
test_002, 2.675673484802246
test_003, 2.710357666015625
test_004, 2.464393377304077
test_005, 3.143618583679199
test_006, 3.6869513988494873
test_007, 2.403563976287842
test_008, 4.042532920837402
test_009, 2.5980782508850098
test_010, 3.2522082328796387
test_011, 2.2739291191101074
test_012, 3.913519859313965
test_013, 2.362116575241089
test_014, 2.3838634490966797
test_015, 3.218353509902954
test_016, 2.662651300430298
test_017, 3.4319474697113037
test_018, 3.341327428817749
test_019, 3.708751916885376
test_020, 3.277096748352051
test_021, 3.1582834720611572
test_022, 3.2803640365600586
test_023, 3.7129123210906982
test_024, 3.4816460609436035
test_025, 3.3913166522979736
test_026, 4.0444440841674805
test_027, 3.1260557174682617
test_028, 3.3397932052612305
test_029, 3.683232069015503
test_030, 2.364851474761963
test_031, 2.45342755317688
test_032, 3.4644229412078857
test_033, 2.9869236946105957
test_034, 3.2094969749450684
test_035, 3.633556365966797
test_036, 3.5786120891571045
test_037, 3.1884078979492188
test_038, 3.545287847518921
test_039, 3.8277294635772705
test_040, 3.8485517501831055
test_041, 3.9306282997131348
test_042, 3.021962881088257
test_043, 4.104921340942383
test_044, 3.5907962322235107
test_045, 3.5544686317443848
test_046, 3.4870660305023193
test_047, 2.9450466632843018
test_048, 4.1565117835998535
test_049, 3.054272413253784
test_050, 2.5337283611297607
test_051, 2.635906219482422
test_052, 2.953763484954834
test_053, 3.0304126739501953
test_054, 3.463810920715332
test_055, 3.0094029903411865
test_056, 4.068345546722412
test_057, 2.993834972381592
test_058, 3.4233715534210205
test_059, 3.336050271987915
test_060, 3.3408021926879883
test_061, 2.942949056625366
test_062, 3.005124092102051
test_063, 1.9114917516708374
test_064, 3.9526052474975586
test_065, 3.7267072200775146
test_066, 3.2327511310577393
test_067, 4.016239643096924
test_068, 3.4322357177734375
test_069, 3.7354698181152344
test_070, 3.865992784500122
test_071, 3.6004745960235596
test_072, 3.1671807765960693
test_073, 3.7160463333129883
test_074, 2.669464349746704
test_075, 3.6952943801879883
test_076, 3.620516777038574
test_077, 4.160724639892578
test_078, 3.332016706466675
test_079, 3.2500863075256348
test_080, 1.423780083656311
test_081, 4.1695356369018555
test_082, 2.3203001022338867
test_083, 2.636587381362915
test_084, 2.591657876968384
test_085, 2.6799373626708984
test_086, 2.511289596557617
test_087, 2.486375570297241
test_088, 4.0074238777160645
test_089, 4.347799777984619
test_090, 3.041816234588623
test_091, 3.8513338565826416
test_092, 3.800232172012329
test_093, 4.21497106552124
test_094, 2.5028297901153564
test_095, 2.318302869796753
test_096, 3.4920074939727783
test_097, 2.6473398208618164
test_098, 3.4170587062835693
test_099, 2.940965175628662
test_100, 4.146191596984863
test_101, 3.7663934230804443
test_102, 3.5808963775634766
test_103, 2.6688013076782227
test_104, 2.2060706615448
test_105, 3.3240158557891846
test_106, 3.138521909713745
test_107, 3.673299789428711
test_108, 3.8844058513641357
test_109, 3.3877158164978027
test_110, 3.757098436355591
test_111, 2.7709665298461914
test_112, 4.2291364669799805
test_113, 2.674420118331909
test_114, 3.3815674781799316
test_115, 2.810194253921509
test_116, 2.726236343383789
test_117, 3.245319366455078
test_118, 3.210348129272461
test_119, 2.731178045272827
test_120, 2.9530022144317627
test_121, 3.5086135864257812
test_122, 4.115769386291504
test_123, 3.89323091506958
test_124, 2.7108025550842285
test_125, 2.869410753250122
test_126, 3.990527629852295
test_127, 3.4949023723602295
test_128, 4.010490894317627
test_129, 4.163196086883545
test_130, 4.269064903259277
test_131, 2.3721718788146973
test_132, 4.166665554046631
test_133, 3.9713950157165527
test_134, 3.6882951259613037
test_135, 4.059255123138428
test_136, 2.9839186668395996
test_137, 3.5276131629943848
test_138, 3.687103033065796
test_139, 3.3303167819976807
test_140, 3.6846134662628174
test_141, 3.945683717727661
test_142, 3.7043704986572266
test_143, 3.9935271739959717
test_144, 2.871037006378174
test_145, 2.818286657333374
test_146, 3.2934978008270264
test_147, 3.2940590381622314
test_148, 2.4301419258117676
test_149, 2.8256843090057373
test_150, 2.8768093585968018
test_151, 3.0262434482574463
test_152, 3.4829955101013184
test_153, 3.6813576221466064
test_154, 2.6788105964660645
test_155, 3.0648720264434814
test_156, 3.809093475341797
test_157, 3.671686887741089
test_158, 3.7540063858032227
test_159, 2.4743316173553467
test_160, 4.295161724090576
test_161, 2.9132537841796875
test_162, 3.2502365112304688
test_163, 3.091156244277954
test_164, 2.5811750888824463
test_165, 3.9388976097106934
test_166, 3.355562210083008
test_167, 3.586110830307007
test_168, 4.205239772796631
test_169, 3.248573064804077
test_170, 3.2828879356384277
test_171, 3.799694299697876
test_172, 4.000352382659912
test_173, 2.4444236755371094
test_174, 1.5650540590286255
test_175, 3.1045725345611572
test_176, 4.239263534545898
test_177, 2.934274673461914
test_178, 1.7079044580459595
test_179, 2.6123905181884766
test_180, 3.725017547607422
test_181, 3.269099235534668
test_182, 3.184985399246216
test_183, 2.2122886180877686
test_184, 3.5278286933898926
test_185, 2.8021442890167236
test_186, 3.414933919906616
test_187, 3.0660386085510254
test_188, 3.426447629928589
test_189, 2.812190532684326
test_190, 3.7778782844543457
test_191, 3.375267505645752
test_192, 3.6563351154327393
test_193, 2.7302277088165283
test_194, 3.739689826965332
test_195, 3.7813518047332764
test_196, 2.8888659477233887
test_197, 4.206007957458496
test_198, 3.6171605587005615
test_199, 3.1504404544830322
test_200, 3.000849962234497
test_201, 2.9072563648223877
test_202, 3.934749126434326
test_203, 3.055950880050659
test_204, 3.3735156059265137
test_205, 2.4959123134613037
test_206, 3.2327747344970703
test_207, 3.481945753097534
test_208, 2.4993011951446533
test_209, 2.542532205581665
test_210, 2.6590282917022705
test_211, 3.6967451572418213
test_212, 2.999912738800049
test_213, 3.738226890563965
test_214, 2.4960060119628906
test_215, 3.5738284587860107
test_216, 3.6609528064727783
test_217, 2.729614496231079
test_218, 2.8445348739624023
test_219, 2.589688539505005
test_220, 3.672200918197632
test_221, 2.3849101066589355
test_222, 2.8973047733306885
test_223, 3.911216974258423
test_224, 2.3191847801208496
test_225, 3.765803813934326
test_226, 3.8259170055389404
test_227, 3.4412524700164795
test_228, 2.887228012084961
test_229, 3.896644115447998
test_230, 2.724311590194702
test_231, 3.482862949371338
test_232, 3.680593490600586
test_233, 3.9699673652648926
test_234, 3.7274534702301025
test_235, 3.2603204250335693
test_236, 3.7072677612304688
test_237, 2.7892913818359375
test_238, 3.810415744781494
test_239, 3.707381248474121
test_240, 3.4818081855773926
test_241, 3.4878363609313965
test_242, 4.055665969848633
test_243, 2.6072423458099365
test_244, 2.6201083660125732
test_245, 2.79109787940979
test_246, 2.9846742153167725
test_247, 4.093238353729248
test_248, 3.352785587310791
test_249, 3.2222254276275635
test_250, 4.127546310424805
test_251, 2.5162887573242188
test_252, 2.194157123565674
test_253, 3.741349935531616
test_254, 2.4136300086975098
test_255, 3.35557222366333
test_256, 3.489980697631836
test_257, 3.0599420070648193
test_258, 4.032925128936768
test_259, 4.187722206115723
test_260, 2.75349760055542
test_261, 3.5400900840759277
test_262, 3.4570350646972656
test_263, 4.043111324310303
test_264, 3.3646390438079834
test_265, 3.906212568283081
test_266, 3.9000895023345947
test_267, 2.605159044265747
test_268, 3.859246253967285
test_269, 3.062680959701538
test_270, 3.9141082763671875
test_271, 2.4660494327545166
test_272, 4.07240629196167
test_273, 3.78462290763855
test_274, 3.688840389251709
test_275, 3.5434672832489014
test_276, 3.7733559608459473
test_277, 4.0921173095703125
test_278, 4.064914703369141
test_279, 4.162271976470947
test_280, 4.136150360107422
test_281, 3.057695150375366
test_282, 3.8933677673339844
test_283, 4.254063606262207
test_284, 4.030924320220947
test_285, 4.220301628112793
test_286, 4.036207675933838
test_287, 2.744266986846924
test_288, 3.103278398513794
test_289, 3.079475164413452
test_290, 2.7221298217773438
test_291, 3.6386585235595703
test_292, 3.5561859607696533
test_293, 3.255629539489746
test_294, 3.2954704761505127
test_295, 3.631875991821289
test_296, 3.1161484718322754
test_297, 2.226299285888672
test_298, 3.2861111164093018
test_299, 2.423065662384033
test_300, 3.317136287689209
test_301, 3.6997175216674805
test_302, 2.861467123031616
test_303, 3.072664737701416
test_304, 4.1800103187561035
test_305, 2.9317221641540527
test_306, 3.4445905685424805
test_307, 3.780766725540161
test_308, 2.8283956050872803
test_309, 4.250236511230469
test_310, 4.043387413024902
test_311, 2.6463003158569336
test_312, 2.727438449859619
test_313, 3.7760770320892334
test_314, 3.206746816635132
test_315, 3.0752921104431152
test_316, 2.816084146499634
test_317, 4.267173767089844
test_318, 2.103192090988159
test_319, 3.161984920501709
test_320, 3.7196192741394043
test_321, 3.842698335647583
test_322, 3.1404519081115723
test_323, 3.0615384578704834
