test_id, mos
test_000, 2.737276554107666
test_001, 3.0435776710510254
test_002, 2.8515329360961914
test_003, 2.986767053604126
test_004, 3.060124158859253
test_005, 2.756910562515259
test_006, 4.28684139251709
test_007, 2.473029375076294
test_008, 3.0086095333099365
test_009, 2.6670689582824707
test_010, 2.8918673992156982
test_011, 3.2639589309692383
test_012, 2.9793295860290527
test_013, 3.030214548110962
test_014, 2.75930118560791
test_015, 2.910480499267578
test_016, 4.139167785644531
test_017, 2.7312798500061035
test_018, 3.5123937129974365
test_019, 3.159937858581543
test_020, 2.8774187564849854
test_021, 2.549058675765991
test_022, 3.5622966289520264
test_023, 3.1033787727355957
test_024, 2.6513514518737793
test_025, 3.2841131687164307
test_026, 2.9468576908111572
test_027, 2.482398271560669
test_028, 2.58500075340271
test_029, 2.563041925430298
test_030, 2.6920006275177
test_031, 2.8313581943511963
test_032, 2.555572986602783
test_033, 3.216696262359619
test_034, 2.8248941898345947
test_035, 2.8525540828704834
test_036, 3.1507744789123535
test_037, 2.819425582885742
test_038, 3.2682480812072754
test_039, 3.1162471771240234
test_040, 2.828603506088257
test_041, 2.884535074234009
test_042, 3.1884233951568604
test_043, 2.7698121070861816
test_044, 3.062347650527954
test_045, 3.2688615322113037
test_046, 3.4131147861480713
test_047, 3.0071635246276855
test_048, 3.2955174446105957
test_049, 3.033827781677246
test_050, 2.8238251209259033
test_051, 3.055795192718506
test_052, 2.988308906555176
test_053, 3.243025541305542
test_054, 2.7313554286956787
test_055, 2.9705934524536133
test_056, 3.4563498497009277
test_057, 3.293740749359131
test_058, 3.2362871170043945
test_059, 3.1272776126861572
test_060, 4.200148582458496
test_061, 3.1109511852264404
test_062, 2.7644875049591064
test_063, 3.012800693511963
test_064, 2.8946518898010254
test_065, 2.6864426136016846
test_066, 2.7214066982269287
test_067, 2.4777755737304688
test_068, 2.573068618774414
test_069, 2.625711679458618
test_070, 2.64853572845459
test_071, 2.78279709815979
test_072, 2.651803970336914
test_073, 2.7057583332061768
test_074, 2.7331557273864746
test_075, 2.7255148887634277
test_076, 2.728367328643799
test_077, 2.6199023723602295
test_078, 2.545217275619507
test_079, 2.7252464294433594
test_080, 4.489439964294434
test_081, 3.7382097244262695
test_082, 3.6436517238616943
test_083, 3.4400737285614014
test_084, 4.450839042663574
test_085, 3.5679690837860107
test_086, 4.269051551818848
test_087, 3.593055486679077
test_088, 3.587935447692871
test_089, 4.083606243133545
test_090, 4.231111526489258
test_091, 4.243717193603516
test_092, 4.4959588050842285
test_093, 4.080657005310059
